img,u,vB,vT,d,p,label
10084636266401282188_1120_000_1140_000_0.png,592,608,540,56.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,600,612,572,56.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,584,592,540,56.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,564,596,584,56.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,596,620,584,56.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,592,608,560,56.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1260,644,616,55.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,600,612,584,55.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,560,588,584,55.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,512,672,564,55.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,512,672,552,55.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1272,644,640,55.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1268,644,616,55.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1256,648,616,55.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1252,648,616,55.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1248,648,616,55.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,588,592,584,55.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,592,608,584,55.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1276,648,544,55.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,580,596,540,55.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,508,672,560,55.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,576,588,584,55.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,508,672,564,55.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,504,676,564,54.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1284,648,536,54.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,540,672,616,54.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,532,676,616,54.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,496,676,576,54.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,548,672,628,53.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1288,648,536,53.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,540,676,640,53.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,532,676,664,53.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,664,672,640,53.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1292,652,536,53.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,816,620,612,52.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,812,620,612,52.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,432,680,540,52.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1296,652,536,52.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,832,620,612,52.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,448,680,540,52.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,444,680,540,52.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,436,680,540,52.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,836,664,620,52.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,464,572,540,52.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,460,616,540,52.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,452,680,540,52.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,428,684,540,52.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,428,684,596,52.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1140,656,552,51.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1136,656,556,51.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1124,656,604,51.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1120,656,604,51.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1116,656,604,51.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1108,656,616,51.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1104,656,624,51.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,848,668,624,51.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,844,668,624,51.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,852,664,624,51.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,648,672,632,51.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1140,656,556,51.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,848,668,636,51.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1304,652,536,51.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,840,668,632,51.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1304,652,548,51.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,836,668,632,51.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,656,676,644,51.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,844,668,636,50.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,372,688,644,50.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,844,668,644,50.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,416,684,540,50.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,412,684,540,50.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,408,688,540,50.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1308,656,536,50.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,840,668,644,50.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,420,684,540,50.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,400,688,540,50.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,840,668,648,50.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1312,656,536,50.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,648,676,648,50.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,408,688,564,50.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,396,640,540,50.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1316,656,560,50.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1308,656,548,50.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1200,656,548,50.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1144,660,552,50.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,652,676,664,50.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,404,688,564,50.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,400,688,592,50.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,556,680,632,49.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,400,688,596,49.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1204,660,548,49.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,400,688,620,49.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1144,660,556,49.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,396,640,592,49.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,372,692,664,49.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1152,664,548,49.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1140,664,600,48.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1136,664,600,48.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1208,660,548,48.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1128,664,612,48.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1216,660,556,48.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1204,660,556,48.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1132,664,616,48.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1212,660,548,48.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1200,664,556,48.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1192,664,556,48.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1188,664,556,48.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1184,664,556,48.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1180,664,556,48.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1172,664,556,48.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1168,664,556,48.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,644,680,664,48.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1208,664,580,48.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1164,664,556,48.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1152,664,556,48.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1148,664,556,48.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1144,664,564,48.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1200,664,616,48.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1184,664,588,48.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1160,664,556,48.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1364,660,572,48.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1356,660,580,48.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1368,660,580,47.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1336,660,572,47.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,528,688,564,47.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,520,584,576,47.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1340,660,540,47.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1336,660,540,47.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,640,684,668,47.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,548,688,652,46.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,632,684,664,46.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,632,684,636,46.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,624,688,636,46.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1348,664,540,46.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,628,688,664,46.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1360,664,656,45.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1352,664,540,45.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1364,664,656,45.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,628,688,676,45.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,544,692,668,45.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,552,692,664,45.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,396,584,560,45.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1360,668,664,45.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,624,688,656,45.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,616,688,648,45.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,396,584,564,45.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,612,688,648,45.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,608,688,656,45.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,560,692,664,45.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,556,692,676,45.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,624,688,664,45.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,616,688,680,45.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,568,692,664,45.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,612,692,668,44.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,584,692,664,44.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,576,692,664,44.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,572,692,664,44.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,564,692,664,44.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,604,692,668,44.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,592,692,664,44.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,592,692,656,44.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,396,584,576,44.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1364,668,664,44.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,600,692,664,44.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1196,672,640,44.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1192,672,640,44.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,828,684,636,44.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1184,672,644,44.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1192,672,644,44.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,832,684,636,44.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1180,672,652,44.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,824,684,640,44.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1368,668,664,44.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1204,672,652,44.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1200,672,652,44.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1176,672,660,44.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1196,672,652,44.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1188,672,652,44.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,832,684,660,44.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1180,672,660,43.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,828,684,652,43.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,828,684,668,43.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1836,664,528,43.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1372,672,536,43.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,824,688,652,43.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,508,544,540,43.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1808,664,528,43.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,820,688,652,43.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,504,560,540,43.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,816,688,652,43.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,808,688,652,43.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,804,688,652,43.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,500,572,540,43.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,824,688,668,43.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,800,688,652,43.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,796,688,652,43.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,792,688,652,43.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,784,688,656,43.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,780,688,656,43.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,776,688,656,43.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1212,676,652,42.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1200,676,660,42.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1200,676,664,42.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1196,676,660,42.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,500,572,552,42.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,808,688,668,42.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,804,688,668,42.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1748,664,528,42.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1736,560,528,42.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1732,560,528,42.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1380,672,536,42.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,460,704,596,42.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1388,672,536,42.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,492,572,540,42.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,464,704,576,42.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,328,628,540,42.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,488,704,540,42.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,472,704,540,42.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,456,704,652,42.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1664,536,528,42.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1360,676,672,42.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,484,704,540,42.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,480,704,540,42.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,468,704,544,42.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,332,712,544,42.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,320,620,540,42.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1660,536,528,42.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1216,676,644,42.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,332,712,552,42.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,324,628,544,42.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1620,668,564,41.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1616,668,544,41.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1612,668,544,41.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1600,600,536,41.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1596,600,544,41.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1396,672,532,41.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,316,616,540,41.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1608,672,544,41.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1592,600,544,41.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1224,676,620,41.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,328,628,552,41.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,320,620,544,41.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1564,608,544,41.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1560,608,544,41.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1548,612,544,41.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,332,712,560,41.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,312,620,540,41.6,1.0,-1
